Task ID,Task Name,Description,Status,Priority,Estimado (dias),Start Date,Due Date,Sprint,Fase,Subtask IDs
423,Registrar cita (tipo/fecha/confidencialidad/riesgos),,to do,High,,2026-10-26,2026-11-06,S8 — Psicologia,Implementacion,
424,Completar/cancelar,,to do,High,,2026-10-26,2026-11-06,S8 — Psicologia,Implementacion,
425,Estadisticas y filtros,,to do,High,,2026-10-26,2026-11-06,S8 — Psicologia,Implementacion,
426,Acceso estricto a notas confidenciales,,to do,Urgent,2,2026-10-26,2026-11-06,S8 — Psicologia,Implementacion,"427,428,429"
427,Restringir por permiso psicologia.leer,,to do,Urgent,,2026-10-26,2026-11-06,S8 — Psicologia,Implementacion,
428,Registrar accesos en audit_log,,to do,Urgent,,2026-10-26,2026-11-06,S8 — Psicologia,Implementacion,
429,Ocultar del perfil general,,to do,Urgent,,2026-10-26,2026-11-06,S8 — Psicologia,Implementacion,
430,Agendar cita (estudiante),,to do,Normal,2,2026-10-26,2026-11-06,S8 — Psicologia,Implementacion,"431,432,433"
431,Formulario de solicitud,,to do,Normal,,2026-10-26,2026-11-06,S8 — Psicologia,Implementacion,
432,Confirmacion,,to do,Normal,,2026-10-26,2026-11-06,S8 — Psicologia,Implementacion,
433,Notificacion al psicologo,,to do,Normal,,2026-10-26,2026-11-06,S8 — Psicologia,Implementacion,
434,Portal Psicologia,,to do,Normal,2,2026-10-26,2026-11-06,S8 — Psicologia,Implementacion,"435,436,437"
435,Banner citas/confidencialidad/riesgos,,to do,Normal,,2026-10-26,2026-11-06,S8 — Psicologia,Implementacion,
436,Proximas citas,,to do,Normal,,2026-10-26,2026-11-06,S8 — Psicologia,Implementacion,
437,Accesos,,to do,Normal,,2026-10-26,2026-11-06,S8 — Psicologia,Implementacion,
438,S9 — Administrativo y Calendario,"META SMART
Especifico: Entregar tareas (Kanban + automatizaciones), proyectos, personal y calendario.
Medible: Kanban con email + evento automatico, proyectos con progreso, personal y calendario mensual + agenda.
Alcanzable: equipo de 2, stack Next.js+pg+PostgreSQL.
Relevante: avanza el entregable de tesis.
Temporal: 2 semanas.",to do,High,,2026-11-09,2026-11-20,S9 — Administrativo y Calendario,Implementacion,"439,444,448,452,456"
439,Tareas (Kanban) + asignacion multiple,,to do,High,2,2026-11-09,2026-11-20,S9 — Administrativo y Calendario,Implementacion,"440,441,442,443"
440,Tablero 3 columnas,,to do,High,,2026-11-09,2026-11-20,S9 — Administrativo y Calendario,Implementacion,
441,Crear tarea (prioridad/visibilidad),,to do,High,,2026-11-09,2026-11-20,S9 — Administrativo y Calendario,Implementacion,
442,Asignacion multiple,,to do,High,,2026-11-09,2026-11-20,S9 — Administrativo y Calendario,Implementacion,
443,Cambio de estado,,to do,High,,2026-11-09,2026-11-20,S9 — Administrativo y Calendario,Implementacion,
444,Automatizaciones al crear tarea,,to do,High,2,2026-11-09,2026-11-20,S9 — Administrativo y Calendario,Implementacion,"445,446,447"
445,Email a cada asignado,,to do,High,,2026-11-09,2026-11-20,S9 — Administrativo y Calendario,Implementacion,
446,Crear evento en calendario,,to do,High,,2026-11-09,2026-11-20,S9 — Administrativo y Calendario,Implementacion,
447,Invalidar/refrescar vistas,,to do,High,,2026-11-09,2026-11-20,S9 — Administrativo y Calendario,Implementacion,
448,Proyectos + Gestion de personal,,to do,Normal,2,2026-11-09,2026-11-20,S9 — Administrativo y Calendario,Implementacion,"449,450,451"
449,CRUD proyectos (barra de progreso),,to do,Normal,,2026-11-09,2026-11-20,S9 — Administrativo y Calendario,Implementacion,
450,Lista de usuarios + estadisticas,,to do,Normal,,2026-11-09,2026-11-20,S9 — Administrativo y Calendario,Implementacion,
451,Roles,,to do,Normal,,2026-11-09,2026-11-20,S9 — Administrativo y Calendario,Implementacion,
452,Calendario mensual + agenda 30 dias,,to do,High,2,2026-11-09,2026-11-20,S9 — Administrativo y Calendario,Implementacion,"453,454,455"
453,Vista mensual con indicadores,,to do,High,,2026-11-09,2026-11-20,S9 — Administrativo y Calendario,Implementacion,
454,Panel del dia,,to do,High,,2026-11-09,2026-11-20,S9 — Administrativo y Calendario,Implementacion,
455,Agenda combinada eventos+tareas,,to do,High,,2026-11-09,2026-11-20,S9 — Administrativo y Calendario,Implementacion,
456,Portal Administrativo,,to do,Normal,2,2026-11-09,2026-11-20,S9 — Administrativo y Calendario,Implementacion,"457,458,459"
457,Banner tareas/proyectos/estudiantes,,to do,Normal,,2026-11-09,2026-11-20,S9 — Administrativo y Calendario,Implementacion,
458,8 accesos,,to do,Normal,,2026-11-09,2026-11-20,S9 — Administrativo y Calendario,Implementacion,
459,Tareas urgentes,,to do,Normal,,2026-11-09,2026-11-20,S9 — Administrativo y Calendario,Implementacion,
460,S10 — Modulos restantes y paginas publicas,"META SMART
Especifico: Cerrar los modulos restantes y las paginas publicas.
Medible: Academias/Materiales, Servicios mensuales (PDF), Comida (publica), Configuracion, Sitemap y Landing.
Alcanzable: equipo de 2, stack Next.js+pg+PostgreSQL.
Relevante: avanza el entregable de tesis.
Temporal: 2 semanas.",to do,High,,2026-11-23,2026-12-04,S10 — Modulos restantes y paginas publicas,Implementacion,"461,465,470,475,479"
461,Academias/Programas + Materiales,,to do,Normal,2,2026-11-23,2026-12-04,S10 — Modulos restantes y paginas publicas,Implementacion,"462,463,464"
462,CRUD academias,,to do,Normal,,2026-11-23,2026-12-04,S10 — Modulos restantes y paginas publicas,Implementacion,
463,CRUD materiales (documento_id),,to do,Normal,,2026-11-23,2026-12-04,S10 — Modulos restantes y paginas publicas,Implementacion,
464,Iconos por tipo,,to do,Normal,,2026-11-23,2026-12-04,S10 — Modulos restantes y paginas publicas,Implementacion,
465,Servicios mensuales (toggles + PDF),,to do,Normal,2,2026-11-23,2026-12-04,S10 — Modulos restantes y paginas publicas,Implementacion,"466,467,468,469"
466,Selector de mes,,to do,Normal,,2026-11-23,2026-12-04,S10 — Modulos restantes y paginas publicas,Implementacion,
467,Tabla de toggles servicio/reunion,,to do,Normal,,2026-11-23,2026-12-04,S10 — Modulos restantes y paginas publicas,Implementacion,
468,Estadisticas,,to do,Normal,,2026-11-23,2026-12-04,S10 — Modulos restantes y paginas publicas,Implementacion,
469,Exportar a PDF,,to do,Normal,,2026-11-23,2026-12-04,S10 — Modulos restantes y paginas publicas,Implementacion,
470,Inscripcion de comida (publica),,to do,Normal,2,2026-11-23,2026-12-04,S10 — Modulos restantes y paginas publicas,Implementacion,"471,472,473,474"
471,Ruta publica /comida,,to do,Normal,,2026-11-23,2026-12-04,S10 — Modulos restantes y paginas publicas,Implementacion,
472,Limite 8:30 AM + no duplicados,,to do,Normal,,2026-11-23,2026-12-04,S10 — Modulos restantes y paginas publicas,Implementacion,
473,Contador / lista admin,,to do,Normal,,2026-11-23,2026-12-04,S10 — Modulos restantes y paginas publicas,Implementacion,
474,Refresco automatico,,to do,Normal,,2026-11-23,2026-12-04,S10 — Modulos restantes y paginas publicas,Implementacion,
475,Configuracion + Sitemap,,to do,Normal,2,2026-11-23,2026-12-04,S10 — Modulos restantes y paginas publicas,Implementacion,"476,477,478"
476,Gestion de usuarios y roles,,to do,Normal,,2026-11-23,2026-12-04,S10 — Modulos restantes y paginas publicas,Implementacion,
477,Info del sistema,,to do,Normal,,2026-11-23,2026-12-04,S10 — Modulos restantes y paginas publicas,Implementacion,
478,Mapa de navegacion,,to do,Normal,,2026-11-23,2026-12-04,S10 — Modulos restantes y paginas publicas,Implementacion,
479,Landing publica (Inicio),,to do,Normal,2,2026-11-23,2026-12-04,S10 — Modulos restantes y paginas publicas,Implementacion,"480,481,482"
480,Hero slider + estadisticas,,to do,Normal,,2026-11-23,2026-12-04,S10 — Modulos restantes y paginas publicas,Implementacion,
481,Selector de portales,,to do,Normal,,2026-11-23,2026-12-04,S10 — Modulos restantes y paginas publicas,Implementacion,
482,Eventos + boton comida + footer,,to do,Normal,,2026-11-23,2026-12-04,S10 — Modulos restantes y paginas publicas,Implementacion,
483,S11 — IA y Reportes,"META SMART
Especifico: Entregar los asistentes de IA y el dashboard analitico.
Medible: Chat IA interno con contexto de la BD, Chat IA estudiantil y Reportes (Proyectos/Academico/Contabilidad).
Alcanzable: equipo de 2, stack Next.js+pg+PostgreSQL.
Relevante: avanza el entregable de tesis.
Temporal: 2 semanas.",to do,High,,2026-12-07,2026-12-18,S11 — IA y Reportes,Implementacion,"484,489,493"
484,Chat IA interno (contexto de la BD),,to do,Normal,2,2026-12-07,2026-12-18,S11 — IA y Reportes,Implementacion,"485,486,487,488"
485,Construir contexto desde entidades,,to do,Normal,,2026-12-07,2026-12-18,S11 — IA y Reportes,Implementacion,
486,Enviar al LLM,,to do,Normal,,2026-12-07,2026-12-18,S11 — IA y Reportes,Implementacion,
487,Render markdown + prompts,,to do,Normal,,2026-12-07,2026-12-18,S11 — IA y Reportes,Implementacion,
488,Reiniciar conversacion,,to do,Normal,,2026-12-07,2026-12-18,S11 — IA y Reportes,Implementacion,
489,Chat IA estudiantil,,to do,Normal,2,2026-12-07,2026-12-18,S11 — IA y Reportes,Implementacion,"490,491,492"
490,Contexto academico del estudiante,,to do,Normal,,2026-12-07,2026-12-18,S11 — IA y Reportes,Implementacion,
491,Interfaz de chat,,to do,Normal,,2026-12-07,2026-12-18,S11 — IA y Reportes,Implementacion,
492,Pruebas,,to do,Normal,,2026-12-07,2026-12-18,S11 — IA y Reportes,Implementacion,
493,Reportes visuales (3 secciones),,to do,High,2,2026-12-07,2026-12-18,S11 — IA y Reportes,Implementacion,"494,495,496,497"
494,Seccion Proyectos (KPIs + graficos),,to do,High,,2026-12-07,2026-12-18,S11 — IA y Reportes,Implementacion,
495,Seccion Academico (rangos de notas),,to do,High,,2026-12-07,2026-12-18,S11 — IA y Reportes,Implementacion,
496,Seccion Contabilidad (area + categorias),,to do,High,,2026-12-07,2026-12-18,S11 — IA y Reportes,Implementacion,
497,Datos en tiempo real,,to do,High,,2026-12-07,2026-12-18,S11 — IA y Reportes,Implementacion,
498,"S12 — Migracion, QA y Seguridad","META SMART
Especifico: Migrar datos reales, endurecer seguridad y asegurar calidad.
Medible: Migracion >=30% de registros, pruebas de flujos criticos y revision de seguridad.
Alcanzable: equipo de 2, stack Next.js+pg+PostgreSQL.
Relevante: avanza el entregable de tesis.
Temporal: 2 semanas.",to do,High,,2026-12-21,2027-01-01,"S12 — Migracion, QA y Seguridad",Estabilizacion,"499,503,509"
499,Migrar >=30% de registros actuales,,to do,High,2,2026-12-21,2027-01-01,"S12 — Migracion, QA y Seguridad",Estabilizacion,"500,501,502"
500,Limpieza de datos fisicos/Excel,,to do,High,,2026-12-21,2027-01-01,"S12 — Migracion, QA y Seguridad",Estabilizacion,
501,Scripts de carga a PostgreSQL,,to do,High,,2026-12-21,2027-01-01,"S12 — Migracion, QA y Seguridad",Estabilizacion,
502,Validacion de integridad,,to do,High,,2026-12-21,2027-01-01,"S12 — Migracion, QA y Seguridad",Estabilizacion,
503,Pruebas de flujos criticos,,to do,High,2,2026-12-21,2027-01-01,"S12 — Migracion, QA y Seguridad",Estabilizacion,"504,505,506,507,508"
504,Auth/RBAC,,to do,High,,2026-12-21,2027-01-01,"S12 — Migracion, QA y Seguridad",Estabilizacion,
505,Expedientes y calificaciones/GPA,,to do,High,,2026-12-21,2027-01-01,"S12 — Migracion, QA y Seguridad",Estabilizacion,
506,Contabilidad,,to do,High,,2026-12-21,2027-01-01,"S12 — Migracion, QA y Seguridad",Estabilizacion,
507,Confidencialidad de psicologia,,to do,High,,2026-12-21,2027-01-01,"S12 — Migracion, QA y Seguridad",Estabilizacion,
508,Automatizaciones de tareas,,to do,High,,2026-12-21,2027-01-01,"S12 — Migracion, QA y Seguridad",Estabilizacion,
509,Revision de seguridad,,to do,Urgent,2,2026-12-21,2027-01-01,"S12 — Migracion, QA y Seguridad",Estabilizacion,"510,511,512,513"
510,Verificar queries parametrizadas,,to do,Urgent,,2026-12-21,2027-01-01,"S12 — Migracion, QA y Seguridad",Estabilizacion,
511,Control de acceso por permiso,,to do,Urgent,,2026-12-21,2027-01-01,"S12 — Migracion, QA y Seguridad",Estabilizacion,
512,Proteccion de notas confidenciales,,to do,Urgent,,2026-12-21,2027-01-01,"S12 — Migracion, QA y Seguridad",Estabilizacion,
513,Manejo de sesiones,,to do,Urgent,,2026-12-21,2027-01-01,"S12 — Migracion, QA y Seguridad",Estabilizacion,
514,S13 — Despliegue y Tesis,"META SMART
Especifico: Desplegar a produccion y dejar la documentacion de tesis lista.
Medible: Sistema desplegado, UAT aprobado y documentacion entregada.
Alcanzable: equipo de 2, stack Next.js+pg+PostgreSQL.
Relevante: avanza el entregable de tesis.
Temporal: 2 semanas.",to do,High,,2027-01-04,2027-01-15,S13 — Despliegue y Tesis,Cierre,"515,519,523"
515,Desplegar a produccion,,to do,High,2,2027-01-04,2027-01-15,S13 — Despliegue y Tesis,Cierre,"516,517,518"
516,Configurar entorno + BD gestionada,,to do,High,,2027-01-04,2027-01-15,S13 — Despliegue y Tesis,Cierre,
517,Variables + dominio,,to do,High,,2027-01-04,2027-01-15,S13 — Despliegue y Tesis,Cierre,
518,Backups,,to do,High,,2027-01-04,2027-01-15,S13 — Despliegue y Tesis,Cierre,
519,UAT con la fundacion,,to do,High,2,2027-01-04,2027-01-15,S13 — Despliegue y Tesis,Cierre,"520,521,522"
520,Pruebas por rol con usuarios reales,,to do,High,,2027-01-04,2027-01-15,S13 — Despliegue y Tesis,Cierre,
521,Recoger feedback,,to do,High,,2027-01-04,2027-01-15,S13 — Despliegue y Tesis,Cierre,
522,Ajustes finales,,to do,High,,2027-01-04,2027-01-15,S13 — Despliegue y Tesis,Cierre,
523,Documentacion final de tesis,,to do,High,2,2027-01-04,2027-01-15,S13 — Despliegue y Tesis,Cierre,"524,525,526,527"
524,Capitulos arquitectura y seguridad,,to do,High,,2027-01-04,2027-01-15,S13 — Despliegue y Tesis,Cierre,
525,Diccionario de datos + ER/DFD,,to do,High,,2027-01-04,2027-01-15,S13 — Despliegue y Tesis,Cierre,
526,Manuales de usuario y tecnico,,to do,High,,2027-01-04,2027-01-15,S13 — Despliegue y Tesis,Cierre,
527,Conclusiones,,to do,High,,2027-01-04,2027-01-15,S13 — Despliegue y Tesis,Cierre,
